title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
La pâte à galettes de blé noir traditionnelle,4.5,200,15k,464,20 min,10,facile,bon marché,20 min,no data,"['g de farine de blé noir', 'g de gros sel', ""cl d'eau froide"", 'oeuf']","Dans un saladier, mélanger la farine et le gros sel. A l'aide d'un fouet, verser l'eau en deux ou trois fois, tout en mélangeant la préparation. On obtient une pâte lisse et épaisse à laquelle on ajoute un oeuf pour donner une belle coloration à la cuisson. Filmer et laisser reposer 1 à 2 heures au réfrigérateur. Graisser la crêpière avec une coton imbibé d'huile. Verser une louche de pâte, attendre que la galette colore pour la décoller à l'aide d'une spatule et la retourner. La laisser cuire encore 1 mn environ. Pour une galette complète, beurrer généreusement les deux côtés de la galette et déposer au centre de l'un des deux, du jambon et de l'emmental râpé, puis casser un oeuf au centre de la galette. 
Une fois qu'il commence à cuire, saler, poivrer et rabattre les bords de la galette de façon à ne laisser paraître que le jaune. 
C'est prêt une fois que l'oeuf est assez cuit.",https://www.marmiton.org/recettes/recette_la-pate-a-galettes-de-ble-noir-traditionnelle_35351.aspx,pas noel
Curry de crevettes (Sud de l'Inde),4.7,195,20k,58,35 min,4,facile,Coût moyen,15 min,20 min,"['g de crevettes cuites', 'g de beurre', 'oignon émincé', ""gousses d'ail écrasées"", 'cuillère à soupe de curry', 'g de tomate fraîches coupées en morceaux', 'cuillères à soupe de jus de citron']",Eplucher les crevettes cuites en laissant les queues. Réserver. Faire fondre le beurre dans une poêle. Faire revenir l'oignon et l’ail jusqu’à ce que l’oignon devienne tendre. Ajouter la poudre de curry et faire revenir 2 min. Ajouter ensuite les tomates et le jus de citron. Couvrir.  Donner un bouillon et faire frémir à feu doux pendant 10 min. Jeter les crevettes dans la préparation et laisser sur le feu jusqu’à ce que les crevettes soient chaudes. Déguster.,https://www.marmiton.org/recettes/recette_curry-de-crevettes-sud-de-l-inde_14937.aspx,pas noel
Saumon au beurre d'épices douces,4.6,194,28k,106,30 min,4,très facile,Coût moyen,10 min,20 min,"['portions de saumon', 'verres de vin blanc sec', 'g de beurre', 'cuillères à soupe de vinaigre de xérès', 'cuillère à café de curry', 'cuillère à café de curcuma', 'cuillère à café de gingembre', 'cuillère à café de coriandre en poudre', ""cuillère à soupe de miel d'acacia"", 'gros sel', 'poivre rose']","Sortir à l'avance le beurre du frigo.  Lorsqu'il a commencé à ramollir, le travailler à la fourchette pour qu'il soit bien souple. Mélanger les épices et les ajouter au beurre en mélangeant intimement tous les ingrédients. Préchauffer le four à 210°C (thermostat 7). Placer les portions de saumon dans un plat allant au four, y verser le vin blanc. Tartiner le saumon de beurre aux épices. Enfourner pour 20 mn environ. Après cuisson, sortir le plat du four. Conserver le saumon au chaud sur le plat de service; verser le jus de cuisson dans une petite casserole, ajouter le miel et le vinaigre et faire réduire de moitié sur feu vif. Verser cette sauce sur le poisson. Parsemer de gros sel et de quelques baies de poivre rose.",https://www.marmiton.org/recettes/recette_saumon-au-beurre-d-epices-douces_13758.aspx,pas noel
Pâtes au thon,4.5,193,14k,268,20 min,2,très facile,bon marché,10 min,10 min,"[""g de pâtes (suivant l'appétit)."", 'thon en boîte émietté', 'oignon en lamelles', 'petite boîte de concentré de tomates', 'verre de crème fraîche légère liquide', 'gruyère râpé', 'poivre', 'sel']","Faire cuire les pâtes selon votre goût et le type de pâtes. Dans une casserole, faire revenir les oignons avec un peu d'huile, ajouter le thon, le concentré de tomates, la crème, le sel et le poivre. Egoutter les pâtes, et les mélanger avec la préparation. Ajouter le gruyère râpé.",https://www.marmiton.org/recettes/recette_pates-au-thon_13754.aspx,pas noel
"Omelette bowl épinards, champignons, graines de courge et sauce légère au Chavroux",0,0,0,0,45 min,4,facile,bon marché,20 min,25 min,"[""g d'épinards"", 'g de champignon de paris', ""gousse d'ail (5g)"", 'oignon (80g)', 'oeufs (400g)', 'cuillères à soupe de graines de courge (30g)', 'pincée de poivre (1g)', ""filet d'huile (15g)"", 'g de chavroux', 'g de fromage blanc', 'g de ciboulette ciselée', 'pincée de poivre (1g)']","Laver et retirer la queue des épinards.
Peler et émincer l’oignon et la gousse d’ail.
Nettoyer et couper les champignons en tronçons. Dans une grande poêle, faire chauffer un filet d’huile.
Y placer l’oignon émincé et la gousse d’ail hachée. Les faire revenir jusqu’à ce que l’oignon devienne translucide. Une fois l’oignon cuit, ajouter les champignons puis les épinards.
Laisser cuire quelques minutes et couvrir jusqu’à ce que le volume des épinards diminue. Poivrer légèrement. Pendant ce temps, battre les œufs à la fourchette ou au fouet jusqu'à ce que jaunes et blancs soient bien mélangés. Poivrer. Dans une seconde poêle anti-adhésive, faire cuire l’omelette pendant 10 à 12 minutes en surveillant régulièrement la cuisson. Préparer la sauce légère : à l’aide d’une fourchette, écraser puis délayer le Chavroux avec un peu de fromage blanc. 
Ajouter un tour de moulin de poivre, la ciboulette ciselée et mélanger jusqu’à obtenir une texture onctueuse. Faire légèrement chauffer la sauce à la casserole et rectifier l’assaisonnement si besoin. Déposer l’omelette dans un plat creux. Disposer au centre les champignons et les épinards. Saupoudrer de graines de courge et verser la sauce légère au Chavroux. Servir dans des assiettes avant de déguster chaud.
Bon appétit !",https://www.marmiton.org/recettes/recette_omelette-bowl-epinards-champignons-sauce-chavroux_528888.aspx,pas noel
Risotto au potiron,4.6,192,17k,191,1 h,4,très facile,bon marché,40 min,20 min,"['g de riz', 'g de potiron', 'oignon blanc', 'bouillon', 'g de beurre', 'verre de lait', 'parmesan rapé', 'cuillère de persil haché']","Pelez le potiron, éliminez les graines et coupez-le en tranches fines. Hachez menu l'oignon et faites-le revenir dans 20 g de beurre, ajoutez le poiton, salez et laissez cuire à feu lent, en mélangeant et en versant un peu de bouillon. Quand le potiron est défait, versez le riz et faites-le cuire pendant 18 minutes en rajoutant du bouillon chaud au fur et à mesure qu'il est absorbé. Ajoutez le lait, mélangez à feu vif, ajouter le poivre, le persil et une bonne dose de parmesan. Mélangez rapidement avant de servir de façon que tous les ingrédients soient parfaitement amalgamés.",https://www.marmiton.org/recettes/recette_risotto-au-potiron_12764.aspx,pas noel
Gratin de cabillaud façon Paolita,4.8,191,10k,102,50 min,5,facile,bon marché,30 min,20 min,"['portions de lieu noir', 'oignons', 'poivron rouge', 'demi de poivron jaune', 'demi de poivron vert', 'branche de persil', 'tomates', 'ail', 'boîte de tomate', 'poivre', 'sel', 'cl de crème fraîche', 'g de fromage râpé', 'basilic', 'herbes de provence']","Couper les oignons en fines lamelles. Couper les poivrons en fines lamelles. Couper les tomates en petits cubes et hacher finement l'ail. Faites revenir le tout à l'huile d'olive à feu moyen. Ajouter les épices, la boîte de tomate, 10 cl d'eau puis la crème fraîche. Faites cuire à feux doux jusqu'à ce que le tout soit cuit. Mettre le cabillaud dans un plat pouvant aller au four. Recouvrir avec la sauce. Saupoudrer de fromage. Faites cuire à 180°C durant 15 à 20 mn.",https://www.marmiton.org/recettes/recette_gratin-de-cabillaud-facon-paolita_19124.aspx,pas noel
Filets de poulet à la moutarde et à la crème,4.7,190,22k,192,25 min,4,très facile,bon marché,5 min,20 min,"['filets de poulet', 'échalote', 'pot de crème fraîche épaisse (20 cl)', 'cuillères à soupe de moutarde forte', 'g de beurre', ""cuillère à soupe d'huile végétale""]","Dans une sauteuse, mettre le beurre et l'huile, ajouter l'échalote, faire revenir ajouter les filets de poulet coupés en dés, les laisser revenir 5 min. Pendant ce temps la mélanger la moutarde et la crème fraîche. Lorsque le poulet est doré ajouter le mélange et laisser cuire 15 min à feu doux. Servir avec du riz sauvage.",https://www.marmiton.org/recettes/recette_filets-de-poulet-a-la-moutarde-et-a-la-creme_20768.aspx,pas noel
Pâtes au saumon fumé à la vince,4.7,189,10k,110,25 min,4,facile,bon marché,10 min,15 min,"['g de spaghetti ou tagliatelles', 'g de saumon fumé en barquette', 'gros pot de crème fraîche épaisse (50 cl)', 'échalote', 'demi de citron', 'cl de vin blanc sec', 'cuillères à soupe de ciboulette ciselée', 'noix de beurre', 'cuillère à café de sauce tomate (pour la couleur)', 'poivre (selon le goût...)']","Faire fondre le beurre dans une casserole et y faire revenir l'échalote hachée jusqu'à ce qu'elle blondisse. Déglacer avec le vin blanc et attendre la reprise de l'ébullition. Ajouter le jus de citron, la crème fraîche, la sauce tomate et la ciboulette. Enfin, ajouter à la préparation le saumon coupé grossièrement en carrés. Laisser chauffer la sauce sur feu très doux pendant la cuisson des pâtes. Servez la sauce et les pâtes séparément. Bon appétit !!!",https://www.marmiton.org/recettes/recette_pates-au-saumon-fume-a-la-vince_37466.aspx,pas noel
"Champignons farcis lentilles, quinoa, au camembert Coeur de Lion & oignons rôtis aux herbes",0,0,0,0,1h13,4,facile,bon marché,20 min,53 min,"['g de coeur de lion', 'g de champignon', 'g de lentilles', 'g de quinoa', ""g d'huile neutre"", 'g de persil frais', 'pincée de poivre (1g)', 'oignons (400g)', ""gousses d'ail (10g)"", ""cuillères à soupe d'huile d'olive (30g)"", 'branche de thym (15g)', 'g de persil', 'g de poivre']","Préchauffer le four à 180°C. Peler les oignons et les couper en deux. Éplucher et presser les gousses d’ail.
Laver et ciseler finement le persil. Dans un bol mélanger l’huile d’olive, l’ail pressé, le thym et le persil. Déposer les oignons dans un plat allant au four et les napper avec le mélange d’huile d’olive.
Poivrer légèrement. Enfourner pour 40 minutes en surveillant la cuisson régulièrement. Pendant ce temps nettoyer les champignons et couper les pieds. Préparer la farce : cuire le quinoa et les lentilles à l’eau (selon les indications du paquet).
Réduire les pieds de champignons en petits morceaux. Couper le Coeur de Lion en petites tranches (pas trop épaisses). Dans une poêle, faire dorer les pieds de champignons dans un filet d’huile pendant 3 minutes. Poivrer, puis laisser cuire pendant 10 minutes à couvert. Stopper la cuisson et mélanger dans un saladier les morceaux de champignons cuits, le quinoa égoutté et les lentilles.
Assaisonner. Farcir les champignons et les disposer dans un plat à gratin. Ajouter une tranche de Coeur de Lion sur chaque champignon. 
Parsemer de persil frais.
Enfourner pour 20 minutes à 180°C.",https://www.marmiton.org/recettes/recette_champignons-farcis-lentilles-quinoa-camembert-oignon_528893.aspx,pas noel
Chou-fleur gratiné au jambon,4.6,188,19k,191,1 h,4,très facile,bon marché,25 min,35 min,"['chou-fleur', 'tranches de jambon', 'cl de crème fraîche', 'g de gruyère râpé']","Couper le chou-fleur en morceaux et faire cuire à l'eau bouillante 20 min. Pendant ce temps, découper les tranches de jambon en carrés. Egoutter le chou-fleur cuit puis le passer au mixer. Ajouter les 9/10 de la crème fraîche, et mélanger. Ajouter ensuite les 3/4 du fromage et le jambon, bien répartir le tout. Verser le mélange dans un plat à gratin, mettre le reste du fromage et de la crème fraîche par dessus. Faire cuire 15 mn environ au four à chaleur moyenne, et laisser gratiner pendant 5 mn supplémentaires. C'est prêt.",https://www.marmiton.org/recettes/recette_chou-fleur-gratine-au-jambon_29177.aspx,pas noel
Endives bonne femme,4.7,188,7.3k,248,45 min,4,facile,bon marché,25 min,20 min,"['endives', 'g de lardons', 'pommes de terre moyennes', 'oignon', 'poivre']","Effeuiller les endives, les couper en deux, les laver. Peler les pommes de terre, laver et couper en rondelles Faire revenir les oignons émincés et les lardons dans une sauteuse. Ajouter endives et pommes de terre. Laisser cuire à couvert sur feu doux pendant 15 min environ.",https://www.marmiton.org/recettes/recette_endives-bonne-femme_10630.aspx,pas noel
Ragoût de lentilles vertes du Puy,4.8,186,16k,195,1h25,8,très facile,bon marché,45 min,40 min,"['g de lentilles vertes du puy', 'carottes moyennes', 'oignons', 'g de champignon de paris émincés', 'g de lardons fumés', ""l de bouillon (1 l d'eau + 2 cubes)"", 'g de crème fraîche', 'feuilles de laurier', 'ml de purée ou coulis de tomate', 'herbes de provence', 'poivre', 'sel']","Émincer les oignons, couper les carottes en rondelles. Dans une grande cocotte faire rissoler les oignons ; faites revenir les lardons, les carottes, les champignons et les aromates. Ajoutez la purée de tomates et les lentilles. Ajoutez le bouillon de volaille. Faites cuire 25 mn environ (jusqu'à ce que les lentilles soient tendres). Egouttez les lentilles. Gardez le jus de cuisson avec 6 bonnes cuillères à soupe de lentilles. Ajoutez la crème au jus de cuisson et laissez réduire 15 mn à feu vif. Mixez la sauce et ajoutez-la aux lentilles. Servez bien chaud en plat unique ou en accompagnement de viande ou volaille.",https://www.marmiton.org/recettes/recette_ragout-de-lentilles-vertes-du-puy_24629.aspx,pas noel
Tajine aux citrons confits ou poulet M'chermel (Maroc),4.8,183,15k,144,1 h,4,Niveau moyen,Coût moyen,30 min,30 min,"['poulet découpé en morceaux (ou 4 cuisses de poulet)', 'cuillère à café de gingembre poudre', 'cuillère à café de curcuma (ou safran)', 'oignon en lamelles', 'citrons confits', ""olives rouges (ou à défaut d'olives vertes)"", 'poivre', 'sel', 'citron', ""cuillère à soupe d'huile"", 'persil haché', 'coriandre fraiche hachée', 'cuillère à café de piment doux (poivre rouge)', 'cuillère à café de cumin']","Avant la cuisson, faire mariner le poulet (avec son foie éventuellement) dans les ingrédients de la marinade préalablement mélangés. Bien imprégner les morceaux et laisser au frais entre une demi-heure et 2 h. Mettre les olives à tremper pour les dessaler. Dans la cocotte minute,  mettre le poulet, ajouter les oignons, les olives, sel, poivre, curcuma et 2 verres d'eau. Cuire 20 à 30 min. Laisser mijoter un petit peu à découvert afin de rendre la sauce onctueuse. Ajouter les écorces de citrons confits juste pour les faire chauffer. Dresser les morceaux sur un plat, disposer autour les écorces de citrons et les olives. Ecraser le foie dans la sauce, rajouter le jus de citron et verser sur le poulet.",https://www.marmiton.org/recettes/recette_tajine-aux-citrons-confits-ou-poulet-m-chermel-maroc_10746.aspx,pas noel
"Pressés de crabe aux algues, sauce chimichurri",0,0,0,0,45 min,6,facile,bon marché,20 min,25 min,"['boîtes de crabe des neiges nautilus®', 'g de pomme de terre à chair farineuse pas trop grosses', 'feuilles de nori', 'tiges de persil', 'branches de coriandre', 'tiges de menthe', 'citron vert', ""cuillères à soupe d'huile d'olive"", ""pincées de piment d'espelette"", 'fleur de sel']","Préparer les pressés de pommes de terre : Laver et cuire 25 minutes les pommes de terre en robe des champs, départ eau froide non salée. Tailler 24 rondelles d’algue nori de la taille des verrines. 
Tailler quelques chutes d’algue nori en fines lamelles. Quand les pommes de terre sont cuites, les éplucher. Les laisser refroidir puis les couper en fines rondelles. Préparer la sauce chimichurri : Zester et presser le citron vert.  Dans un bol, mélanger une pincée de sel, le jus et les zestes du citron vert et le piment d’Espelette. Ajouter 2 c. à soupe d’huile d’olive. Mélanger. 
Laver et ciseler les herbes fraîches, les ajouter à la sauce. Réserver au frais. Dresser une rosace de pomme de terre au fond d’une verrine, déposer 2 disques d’algue nori, des pattes de Crabe des Neiges Nautilus® en rosace puis 2 disques d’algue et enfin une autre rosace de pomme de terre. Tasser à la cuillère, et déposer une dernière rosace de pattes de crabe. Arroser de sauce chimichurri.
Réserver au frais jusqu’au service.",https://www.marmiton.org/recettes/recette_pressee-de-crabe-aux-algues-sauce-chimichurri_529314.aspx,pas noel
Cuisses de poulet aux raisins secs et miel,4.7,182,15k,38,1h15,4,très facile,bon marché,15 min,1 h,"['cuisses de poulet', 'cuillère à soupe de miel', 'zeste de citron', 'oignons blancs', 'cuillères à soupe de vinaigre balsamique', 'poignée de raisins secs', 'sel', 'poivre']",Mettre les cuisses de poulet dans un plat. Ajouter dans le plat tout les ingrédients avec un peu d'eau au fond. Mettre au four (préchauffé à 170°C - thermostat 6) environ 1 heure en remuant bien de temps en temps. Rajouter un peu d'eau si cela semble trop sec. Déguster ce plat avec des tagliatelles.,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-aux-raisins-secs-et-miel_20747.aspx,pas noel
Osso bucco de dinde,4.6,178,15k,278,1h15,6,très facile,bon marché,15 min,1 h,"['kg de dinde (hauts de cuisses tronçonnés)', 'farine', ""cuillères à soupe d'huile d'olive"", 'oignons émincés', 'cl de vin blanc', 'cl de bouillon de volaille', 'boîte de concentré de tomates', 'g de tomate coupées en morceaux', ""gousse d'ail écrasée"", 'verre de liqueur de rhum ou whisky', 'poivre', 'sel', 'herbes de provence']","Fariner les morceaux de dinde. Dans une sauteuse, les mettre à dorer dans l'huile, puis ajouter les oignons. Une fois dorés, verser le vin blanc et le bouillon, tourner avec une spatule an bois, puis ajouter un à un tout les autres ingrédients, bien délayer, couvrir et laisser mijoter à feu doux pendant 1 h en tournant de temps en temps. Servir avec du riz ou des pâtes.",https://www.marmiton.org/recettes/recette_osso-bucco-de-dinde_22699.aspx,pas noel
TOURNEDOS DE BOEUF AU BOURSIN,4.7,178,9.2k,20,20 min,4,facile,Coût moyen,15 min,5 min,"['filets de boeuf préparé façon tournedos', 'noisette de beurre', 'boursin', 'cl de crème liquide', 'cuillères à café de fond de veau désyhdraté (type maggi)']","Péparer la sauce : dans une casserole mettre 4 cuillères à café de fond de veau, ajoutez une petite tasse d'eau et mettre sur le feu. Mélanger à l'aide d'une cuillère en bois, jusqu'à obtenir un mélange homogène et lisse. Ajouter la moitié du boursin et remuer jusqu'à ce qu'il soit complètement fondu. Incorporer 20 cl de crème liquide et réserver au chaud. Faites fondre une noisette de beurre dans une poêle, saisir les tournedos, saler, poivrer. Servir accompagné d'une julienne de légumes. Napper la viande de sauce. Bon appêtit.",https://www.marmiton.org/recettes/recette_tournedos-de-boeuf-au-boursin_18809.aspx,pas noel
Tomates farcies facile,4.6,178,25k,48,1h20,4,très facile,bon marché,20 min,1 h,"['g de chair à saucisse', 'tomates (ou 8 petites)', 'oignons', ""gousses d'ail"", 'thym', 'persil', 'beurre', 'poivre', 'sel']","Eplucher et hacher les oignons. Eplucher et hacher les gousses d'ail. Mettre la moitié des oignons dans la chair à saucisse. Ajouter l'ail, le sel, le poivre et un peu de persil. Couper le haut des tomates et les évider. Poivrer et saler l'intérieur. Mettre la farce à l'intérieur et remettre les chapeaux. Mettre le reste des oignons dans un plat avec la chair des tomates. Mettre les tomates farcies dans le plat. Parsemez d'un peu de thym et mette une noisette de beurre sur chaque tomates. Faire cuire au four chaud à 180°C (thermostat 6) pendant 1 heure environ. Servir avec du riz.",https://www.marmiton.org/recettes/recette_tomates-farcies-facile_63622.aspx,pas noel
Mini Tiramisu au Nutella®,5,6,0,1,6h25,8,facile,bon marché,25 min,6 h,"['g de nutella® (15g par verrine)', 'boudoirs', 'g de mascarpone', 'g de sucre', 'oeufs', 'cuillères à soupe de café', 'cacao en poudre']","Séparer les blancs des jaunes et ajouter le sucre dans le jaune d’œuf.
Battre les jaunes d’œufs avec le sucre jusqu’à ce que la préparation blanchisse. Ajouter le mascarpone à la préparation.
Mélanger la préparation jusqu’à obtenir un mélange bien fluide. Monter les blancs en neige, bien épais.
Les ajouter délicatement à la préparation à base de mascarpone et mélanger le tout. Tremper un biscuit boudoir rapidement dans le café et le disposer au fond de la verrine. Renouveler l’opération pour chaque verrine.
Ajouter une couche de crème mascarpone, puis une cuillère de Nutella®️ (avec une poche à douille) et enfin une nouvelle couche de crème mascarpone. Placer au frais au moins 6 heures. Au moment de servir, saupoudrer de cacao avec une passoire.",https://www.marmiton.org/recettes/recette_mini-tiramisu-au-nutella_382794.aspx,pas noel
Quiche aux courgettes et au chèvre,4.5,176,19k,21,50 min,4,très facile,bon marché,10 min,40 min,"['pâte brisée', 'courgettes', 'oeufs', 'cl de lait', 'cl de crème fraîche', 'g de chèvre frais', 'herbes de provence', 'poivre', 'sel']","Faites sauter les courgettes en rondelles 15 mn environ dans une poêle avec les herbes de Provence. Préparer l'appareil : battre les oeufs, ajouter le lait, la crème, le sel et poivre. Etendre la pâte ajouter les courgettes et l'appareil, puis les rondelles de chèvre frais dessus. Cuire 40 mn à four préchauffé à thermostat 7/8 (230°C). Vérifier la cuisson à partir de 30 mn.",https://www.marmiton.org/recettes/recette_quiche-aux-courgettes-et-au-chevre_22074.aspx,pas noel
Galettes de pomme de terre,4,176,15k,428,35 min,4,facile,bon marché,25 min,10 min,"['pommes de terre', 'oignons', 'oeuf', 'cuillères à soupe de farine', 'poivre', 'sel', 'huile']","Éplucher les pommes de terre et l'oignon et les râper finement. Il faut retirer l'excédent d'eau. Ajouter la farine, l’œuf, un peu de sel et de poivre. Bien mélanger l'ensemble. Dans une poêle, porter à ébullition un peu d'huile puis y déposer 4 cuillères à soupe de la préparation. Faire bien dorer les galettes d'un côté, les retourner et laisser dorer sur l'autre face. Les sortir. Recommencer jusqu'à épuisement de la pâte.
Disposer les galettes sur un plat de service. Les servir bien chaudes avec une sauce aux champignons.",https://www.marmiton.org/recettes/recette_galettes-de-pomme-de-terre_14072.aspx,pas noel
Poulet au four,4.8,174,18k,663,1h55,8,facile,Coût moyen,15 min,1h40,"[""poulet fermier d'environ 1,8 kg"", 'oignons frais', 'poignée de tomates cerise', ""gousses d'ail selon le goût"", 'cl de jus de citron', ""bouillon de volaille dilué dans un verre d'eau"", 'feuille de laurier', 'petite poignée de sel gros', 'poivre']","Préchauffer le four à 200°C (thermostat 6).
 Placer à l'intérieur du poulet deux gousses d'ail et les feuilles de laurier. Préparer la sauce en mélangeant le jus de citron et le verre de bouillon de volaille. Arroser copieusement le poulet et verser le reste du jus dans le plat. Saupoudrer le gros sel sur le poulet. Placer le poulet dans le plat, avec les oignons coupés en quatre et les tomates cerises. Placer le poulet au four durant environ 1 heure 40 à 200°C. (Au bout de 20 min de cuisson, retourner le poulet et laisser cuire 20 min, puis le replacer à l'endroit pour la suite de la cuisson) Attention : Arroser le poulet avec son jus le plus souvent possible durant la cuisson (ajouter de l'eau si nécessaire). Le poulet n'en sera que plus moelleux ! Récupérer le jus à la fin de la cuisson, avec les tomates et les oignons, dans un bol, et placer sur la table, avec une belle salade verte et une poêlée de pommes de terres nouvelles.",https://www.marmiton.org/recettes/recette_poulet-au-four-version-light_218020.aspx,pas noel
Rôti de boeuf à l'oignon caramélisé,4.7,173,17k,46,45 min,4,facile,Coût moyen,15 min,30 min,"['rôti de boeuf avec son lard entre 800 g et 1 kg', 'oignons', ""gousse d'ail"", 'petites cuillères de sucre de sucre', 'g de beurre', ""cuillères à soupe de lait (à défaut de l'eau)"", ""cuillère à soupe d'huile de noix (facultatif)"", 'thym', 'romarin', 'basilic', 'poivre']","Sortir le rôti du réfrigérateur 30 minutes avant la préparation et le laisser à l'air ambiant. Couper l'ail en fines lamelles. Avec un couteau fin et aiguisé, faire de petites incisions dans le rôti et glisser dedans les lamelles d'ail. Avec un morceau de beurre, badigeonner tout le rôti. Emincer les oignons. Faire fondre la moitié du beurre et l'huile dans une poêle à feu vif puis y faire revenir les oignons avec le sucre. Ajouter les herbes. Une fois que les oignons ont bruni, griller rapidement le rôti sur chaque face avec les oignons et le retirer. Mettre le rôti dans un plat allant au four et mettre les oignons caramélisés par dessus. Mettre au four préchauffé à 250°C (thermostat 8-9) et laisser cuire 10 minutes. Sortir du four, déglacer avec le lait, poivrer, et laisser cuire encore environ 10 minutes. Ajuster le temps de cuisson en fonction de votre préférence : viande bien cuite ou saignante. Bon appétit !",https://www.marmiton.org/recettes/recette_roti-de-boeuf-a-l-oignon-caramelise_63016.aspx,pas noel
Forêt-noire au Nutella®,0,0,0,0,1h15,8,facile,bon marché,50 min,25 min,"['g de cerises amarena', 'g de nutella®', 'cerises fraîches (pour le décor)', 'oeufs', 'g de sucre semoule', 'g de farine t55', 'g de beurre doux', 'ml de crème liquide entière', 'g de mascarpone', 'gousse de vanille', 'g de chocolat noir', 'ml de sirop de cerises amarena']","Préparez une génoise puis laissez refroidir. Préparez la crème fouettée. Fendez et grattez la gousse de vanille.
Mélangez au fouet tous les ingrédients. Ne serrez pas trop, la crème doit rester un peu souple. Placez-la dans une poche à douille. Préparez le sirop de cerises. Mélangez le sirop avec 50 ml d’eau au fouet. Réalisez le montage. Réalisez des gros copeaux de chocolat arrondi en étalant le chocolat fondu sur un papier fleuriste et laissez prendre sur un rouleau à pâtisserie au frais. Coupez la génoise en quatre disques égaux. Imbibez légèrement le deuxième et le quatrième avec le sirop. Étalez une fine couche de NUTELLA® sur le premier disque, recouvrez avec le deuxième disque et pochez la crème fouettée, puis parsemez de cerises amarena. Recouvrez du troisième disque et étalez une deuxième couche de NUTELLA®, puis refermez avec le quatrième disque. Recouvrez entièrement le gâteau de crème fouettée et lissez avec une spatule coudée. Décorez le dessus avec NUTELLA® et quelques cerises. Finissez en déposant des gros copeaux de chocolat sur tout le tour et quelques cerises sur le dessus.",https://www.marmiton.org/recettes/recette_foret-noire-au-nutella_528910.aspx,pas noel
Ailerons de poulet confits au miel,4.8,172,12k,28,1h05,4,facile,bon marché,15 min,50 min,"['kg de poulet', 'l de bouillon (en cube)', 'cuillères à soupe de miel', 'gingembre', ""gousses d'ail"", 'citron (jus et zeste)', 'cuillères à soupe de sauce soja', 'piment de cayenne moulu', 'poivre noir', 'sel']","Placer les ailerons dans une cocotte. Mouiller avec environ la moitié du bouillon. Laisser mijoter à couvert pendant 10 bonnes minutes. Pendant ce temps, préparer le sirop. Hacher finement (ou écraser) l'ail, le gingembre et le zeste de citron (pas trop, sinon c'est amer). Mélanger avec le miel, le jus de citron, la sauce soja et le piment. Verser le sirop dans les ailerons et laisser réduire jusqu'à complète évaporation du liquide (il doit rester juste un peu de sirop très épais). Si le poulet semble trop dur, mouiller au fur et à mesure avec le restant du bouillon. Le plat est prêt quand le poulet est doré et enrobé par un sirop épais.
Servir avec du riz blanc et surtout... manger avec les doigts !",https://www.marmiton.org/recettes/recette_ailerons-de-poulet-confits-au-miel_29687.aspx,pas noel
Tagliatelles au saumon frais,4.6,171,24k,512,1 h,5,très facile,Coût moyen,30 min,30 min,"['g de tagliatelles fraîches (de préférence)', 'filet de saumon frais (ou surgelé) coupé en dés', 'cl de crème fraîche', 'noix de beurre', 'poivre', 'sel', 'muscade', 'parmesan râpé']","Cuire les pâtes à l'eau bouillante salée selon le temps indiqué sur le paquet. Pendant ce temps, faire fondre le beurre dans une casserole et y ajouter la crème. Quand la crème est bien chaude, y plonger les dés de saumon, ils doivent cuire à la chaleur de la crème. Quand ils sont cuits (ils doivent se détacher), ajouter le sel, le poivre et la muscade moulue. Egoutter les pâtes, les disposer dans un grand plat ronde et napper de crème au saumon. Servir avec du parmesan.",https://www.marmiton.org/recettes/recette_tagliatelles-au-saumon-frais_11354.aspx,pas noel
