title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender,category
Nems (frits),4.7,153,11k,44,1h35,6,Niveau moyen,Coût moyen,45 min,50 min,"['galettes de riz de 25 cm de diamètre', 'g de germes de soja', 'carottes moyennes', 'g de crevettes séchées', 'g de vermicelles de soja', ""g de porc pris dans l'épaule ou l'échine"", 'g de crabe', 'oeufs', 'oignons moyens', 'champignons noirs', 'cuillères de nuoc mam', 'cuillères de sel', 'cuillères de sucre roux', 'cuillère à soupe de maïzena']","Laisser tremper les champignons 15 mn dans de l'eau tiède. Les rincer, égoutter, sécher avec une serviette, puis découper en menus morceaux.
Rincer les pousses de soja dans un récipient d'eau froide, en jetant les cosses qui remonteraient à la surface. Ensuite, les égoutter et les sécher avec une serviette.
Laisser tremper les crevettes 15 mn dans de l'eau tiède. Les égoutter ensuite soigneusement.
Laisser tremper le vermicelle 15 mn dans de l'eau tiède, puis l'égoutter soigneusement et le couper en tronçons de 5 cm. Hacher sommairement carottes et oignons.
Hacher assez finement le porc (ou poulet). Délayer la maïzena dans 2 cuillerées à soupe d'eau froide. Battre légèrement les œufs dans un bol. Faire chauffer sur feu vif une poêle pendant 30 secondes. Y verser une cuillerée à soupe d'huile d'arachide et, en secouant la poêle, faire chauffer 30 secondes. Régler à feu moyen, ajouter le porc et faire sauter 3 minutes, jusqu'à ce qu'il ait perdu sa couleur rosée. Incorporer crevettes, sel, sucre, crabe, nuoc mâm. Faire sauter 1 minute. Laisser ensuite le contenu de la poêle en attente dans une assiette.
Verser dans la même poêle 2 cuillerées à soupe d'huile et, tout en secouant la poêle, faire chauffer 30 secondes. Régler à feu moyen, faire revenir oignons et carottes 2 minutes. Ajouter pousses de soja, champignons, vermicelle et œufs battus. Laisser cuire 1 minute en remuant. Incorporer le contenu de l'assiette en attente. Remuer jusqu'à ce que tous les ingrédients soient bien mélangés. Ajouter la maïzena délayée et tourner jusqu'à ce que le liquide ait épaissi et que tous les ingrédients soient recouverts d'un léger glaçage. Disposer le contenu de la poêle dans un récipient et laisser la farce refroidir à température ambiante.
Pour confectionner chaque nem, remplir d'eau un grand saladier. Casser chaque galette de riz en 4 quartiers. Tremper 1 quartier de galette dans l'eau, l'égoutter, puis l'étaler sur une assiette. Déposer 1 cuillerée à soupe de farce dans le quartier ramolli, près du bord opposé à la pointe. Rabattre ce bord sur la farce. Rabattre les extrémités gauche et droite sur la farce, puis rouler en serrant le quartier de galette pour en faire un petit cylindre assez ferme. Faire d'autres rouleaux jusqu'à épuisement de la farce.
Placer, sur une assiette, les rouleaux une fois faits et les recouvrir d'un linge sec. S'ils doivent attendre plus de 30 minutes avant la cuisson, les recouvrir d'une feuille de plastique et les mettre au réfrigérateur. Sur feu vif, faire chauffer jusqu'à 220°C un litre d'huile d'arachide dans une friteuse. Faire frire 10 rouleaux à la fois pendant environ 20 mn, jusqu'à ce qu'ils soient bien dorés. A mesure, laisser égoutter les rouleaux sur du papier absorbant. Les disposer ensuite sur un grand plat préalablement chauffé.

Préparer la sauce avec une carotte rapee, du nuoc mam, du jus de citron et un peu de sucre. Laisser mariner.

PS : Je prepare toujours plus de nems que voulu afin de les congeler. Dans ce cas, je ne les cuits pas completement.",https://www.marmiton.org/recettes/recette_nems-frits_14049.aspx,pas noel,aperitif/starter
Sablés aux amandes et au Nutella®,4,5,1.2k,19,3 h,30,très facile,bon marché,2h45,15 min,"['g de farine', 'g de sucre glace', ""g d'amandes"", 'cuillère à café de sel fin (5 g)', 'g de beurre froid, coupé en cubes', 'g de nutella®', 'sucre pour décorer']","Tamisez ensemble la farine et le sucre glace. Ajoutez la poudre d’amande et le sel. Incorporez le beurre et mélangez sans trop pétrir. Etalez la pâte sur une feuille de papier sulfurisé, sur une épaisseur de 0,5 cm. Couvrez avec du film plastique et placez au réfrigérateur pendant 2 heures. Préchauffez le four à 180°C et positionnez une grille à mi-hauteur. Découpez des formes de Noël (Sapins de Noël, bonhommes de neige, étoiles, boules, etc.) dans la pâte, à l’aide d’emporte-pièces.Déposez-les sur une plaque à pâtisserie recouverte de papier sulfurisé. Faites cuire jusqu’à ce que les biscuits soient dorés (environ 15 minutes). Sortez les biscuits du four et laissez-les refroidir. Ensuite, à l’aide d’une poche à douille, décorez chaque biscuit avec 5 g de Nutella®. Si vous le désirez, vous pouvez ajouter des perles de sucre.",https://www.marmiton.org/recettes/recette_sables-aux-amandes-et-au-nutella_346534.aspx,pas noel,aperitif/starter
Gaspacho express ( Espagne ),4.7,153,18k,152,15 min,4,très facile,bon marché,15 min,no data,"['grosse boîte de tomate', 'poivron vert', 'concombre', 'échalote grise ou 1 très petit oignon coupé en 2', ""gousse d'ail entière"", ""cuillères à soupe d'huile d'olive"", 'cuillère à café de vinaigre balsamique', 'tabasco ou cayenne (au goût)', 'cuillère à café de sucre', 'poivre', 'sel', ""cl d'eau""]","Mettre tous les ingrédients coupés grossièrement dans un mixer. Démarrer l'appareil à petite vitesse et terminer à grande vitesse. Si vous êtes pressés, mettre au congélateur 30 minutes. Sinon, le plus longtemps possible au réfrigérateur. Ajouter des glaçons au moment de servir.",https://www.marmiton.org/recettes/recette_gaspacho-express-espagne_10989.aspx,pas noel,aperitif/starter
Les nems de ma grand mère (recette originale),4.7,152,25k,108,1h45,20,Niveau moyen,bon marché,15 min,1h10,"[""g de porc hâché (le filet mignon c'est vraiment bon)"", 'oignon blanc', 'carotte', 'champignons parfumés chinois (pas des champignons noirs)', ""poignée de vermicelles de riz (cheveux d'ange)"", 'poignée de germes de soja', 'oeufs', ""gousses d'ail"", 'galette de riz vietnamiennes (les grandes)', 'cuillères à soupe de nuoc mam', 'poivre']","Préparation de la farce : Faites tremper les champignons parfumés dans de l'eau froide pendant 1 h (l'odeur peut vous paraître un peu forte mais ils donnent un goût extra à la farce). Faites tremper les vermicelles dans de l'eau froide pendant 10 min. Mixez et mélangez le porc, l'oignon, la carotte, les champigons, les vermicelles, les germes de soja et les oeufs. Rajoutez un peu de poivre et le nuoc mam pour l'assaisonnement. Pour rouler les nems : Trempez une galette de riz dans l'eau et étalez-la sur un chiffon en coton. Laissez ramollir pendant 30 secondes. (si elle n'est pas assez molle, vous pouvez l'humidifier de quelques gouttes d'eau supplémentaires). Déposez une cuillère à soupe de farce sur un bord et rouler la galette. Secret de grand mère : il ne faut pas trop serrer le nem sinon il éclate lors de la cuisson). Gardez les nems, séparés les uns des autres, sur un chiffon car ils sont très collants à ce stade ! La cuisson : Faites frire à feu moyen jusqu'à ce qu'ils soient bien dorés. Vous pouvez ajouter deux gousses d'ail dans l'huile de friture, ça donne un parfum très doux aux nems. Et voila, le tour est joué ! Servez les nems avec des feuilles de salade, de menthe et de coriandre. On peux tremper les nems dans de la sauce pour nems : mélange de nuoc mam, d'eau, de jus de citron et de purée de piments.",https://www.marmiton.org/recettes/recette_les-nems-de-ma-grand-mere-recette-originale_38800.aspx,pas noel,aperitif/starter
Velouté de brocolis,4.8,148,12k,202,45 min,6,très facile,bon marché,15 min,30 min,"['kg de brocoli', 'oignons', 'l de bouillon de volaille (eau + 3 cubes)', 'bouquet garni', 'dl de crème', 'poivre', 'sel']","Nettoyez les bouquets de brocolis, raccourcissez les trognons de 5 cm et retirez les feuilles. Faites fondre les oignons à feu doux dans une noix de beurre. Ajoutez les brocolis. Mouillez du bouillon de volaille et portez à ébullition. Ajoutez le bouquet garni et laissez mijoter 30 mn, jusqu'à ce que les brocolis soient cuits à points. Mixez le tout et ajouter la crème, assaisonnez à votre goût.",https://www.marmiton.org/recettes/recette_veloute-de-brocolis_27391.aspx,pas noel,aperitif/starter
Croque monsieur d'aubergines,4.8,147,13k,134,45 min,2,très facile,bon marché,15 min,30 min,"['aubergine', 'tomates', 'cuillère à dessert de moutarde', 'cl de crème liquide', 'g de gruyère', 'herbes de provence']","Couper les aubergines en tranches de 1 cm d'épaisseur, dans le sens de la longueur. Mélanger la moutarde avec la crème dans un bol. Etalez cette prépération sur une face des aubergines. Faire des lamelles de fromage que vous placez sur les aubergines pour recouvrir toute la surface. Couper les tomates en tranches de 5 mm d'épaisseur. Mettre 1 ou 2 tranches de tomate sur les aubergines. Saupoudrez d'herbes de Provence. Passez au four à 180°C (themostat 6) pendant 30 mn (à voir en fait selon la cuisson désirée).",https://www.marmiton.org/recettes/recette_croque-monsieur-d-aubergines_32571.aspx,pas noel,aperitif/starter
"Choux au chocolat, à la fève tonka et au Nutella®",0,0,0,0,5h45,4,facile,bon marché,1 h,4 h,"['g de beurre doux', 'g de cassonade', 'g de farine farine t55', 'g de chocolat noir', 'g de chocolat au lait', ""fève de tonka râpée (l'équivalent d'1/4)"", 'g de nutella®', 'ml de lait entier', 'ml de crème liquide', ""jaunes d'oeuf"", 'ml de lait entier', 'g de beurre doux', 'g de sel', 'g de sucre semoule', 'g de farine', 'oeufs + 1 œuf (pour la dorure)', 'cacao en poudre (pour le décor)']","Préparez le craquelin. Dans un récipient, mélangez tous les ingrédients pour obtenir une pâte lisse. Étalez-la très finement entre deux feuilles de papier sulfurisé à l’aide d’un rouleau. Réservez au congélateur. Préparez le crémeux chocolat-tonka. Dans une casserole, faites bouillir le lait, la crème et la fève tonka râpée. Dans un récipient, fouettez les jaunes d’œufs, puis versez le lait bouillant en fouettant bien. Remettez sur le feu et faites chauffer jusqu’à ce que la crème épaississe en mélangeant constamment et en veillant à ce que les œufs n’accrochent pas au fond de la casserole. Dans un second récipient, mettez le chocolat noir et le chocolat au lait en morceaux. Versez la crème par-dessus, ajoutez NUTELLA® et mélangez délicatement au fouet. Pour obtenir une meilleure texture, mixez au mixeur plongeant, sans faire de bulles d’air. Filmez au contact et laissez refroidir au frais pendant 4 h au minimum. Préparez une pâte à choux. Placez-la dans une poche munie d'une douille cannelée ou unie d’environ 14 mm. Préchauffez le four à 170 °C. Pochez des boules de 3 cm de diamètre sur une plaque recouverte de papier sulfurisé. Dorez avec l'œuf battu. Détaillez des disques de craquelin légèrement plus grands et déposez-les bien centrés sur les choux, sans appuyer. Enfournez pour 35 min. À la sortie
du four, laissez refroidir. Placez le crémeux dans une poche à douille et garnissez les choux de crémeux par le dessous. Saupoudrez de cacao.",https://www.marmiton.org/recettes/recette_choux-au-chocolat-a-la-feve-tonka-et-au-nutella_528906.aspx,pas noel,aperitif/starter
Tarte aux courgettes sans pâte,4.4,147,7.3k,52,1h05,4,très facile,bon marché,25 min,40 min,"['g de courgette', 'oeufs', 'cl de crème fraîche allégée', 'g de semoule fine', 'g de parmesan râpé', 'poivre', 'sel', 'herbes de provence', 'basilic , etc.']","Couper les courgettes en rondelles ou en dés, les faire revenir dans une poele anti-adhésive, en assaisonnant bien, en ajoutant un peu d'eau si nécessaire (10-15 mn). Préchauffer le four à 180°C. Faire cuire la semoule dans le volume d'eau salé nécessaire (deux minutes au micro-ondes). Puis mélanger aux courgettes. Dans un bol, battre les oeuf, la crème et le parmesan. Saler, poivrer et ajouter des herbes de provence, du basilic et autres épices selon le goût. Mélanger aux courgettes-semoule. Verser la préparation dans un moule à quiche anti-adhésif et faire cuire 30-40 min jusqu'à ce que le dessus soit bien doré. Se mange froid ou chaud.",https://www.marmiton.org/recettes/recette_tarte-aux-courgettes-sans-pate_17191.aspx,pas noel,aperitif/starter
"Salade melon, feta, jambon",4.8,147,28k,311,15 min,4,très facile,bon marché,15 min,no data,"['coeur de salade (feuille de chêne)', 'melon moyen', 'g de feta', 'tranches de jambon cru', 'cuillères à soupe de jus de citron', ""cuillères à soupe d'huile d'olive"", 'cuillère à café de thym', 'poivre du moulin', 'sel', ""cuillères à soupe d'eau pour une sauce allégée""]","Eplucher le melon, et couper la chair en petits cubes. Couper les tranches de jambon cru en fines lanières. Couper la feta en cubes. Pour la sauce : verser le jus de citron dans un bol, saler, poivrer (allonger d'eau si désiré); bien mélanger. Ajouter l'huile d'olive, mélanger énergiquement, afin d'obtenir une belle émulsion et incorporer le thym. Mettre la salade, le melon, le jambon, la feta et la sauce dans un saladier, et remuer juste avant de servir.",https://www.marmiton.org/recettes/recette_salade-melon-feta-jambon_17933.aspx,pas noel,aperitif/starter
Cake aux lardons,4.7,146,9.0k,169,55 min,6,très facile,bon marché,15 min,40 min,"['g de farine', 'g de gruyère râpé', 'sachet de levure', 'oeufs', 'cuillères à soupe de moutarde', 'g de beurre fondu', 'g de lardons (ou de jambon en dés)']","Dans un premier récipient, mélanger la farine, la levure et le gruyère râpé. Dans un deuxième récipient, mélanger les oeufs, la moutarde et le beurre fondu. Verser le 1er récipient dans le deuxième, mélanger le tout en ajoutant les lardons. Beurrer un moule à cake, et verser le mélange dans le moule. Enfourner et laisser cuire environ 40 min à 175°C. Pour servir, je coupe en tranches fines (au couteau électrique après refroidissement), que je recoupe ensuite en 2 dans le sens de la hauteur.",https://www.marmiton.org/recettes/recette_cake-aux-lardons_26281.aspx,pas noel,aperitif/starter
Croquettes de carottes,4.7,146,19k,154,13 min,4,très facile,bon marché,10 min,3 min,"['carottes environ', 'poivron (surgelé hors saison)', 'oeufs', 'cuillères à soupe de farine', 'petit bouquet de persil', ""gousse d'ail"", 'petite cuillère de curry (facultatif)']","Pelez les carottes et râpez-les. Coupez le 1/2 poivron en petits dés. Dans une sauteuse, faites revenir les carottes, les dés de poivrons et l'ail émincé. Quand le mélange est fondant (environ 10 min de cuisson à feu doux), versez-le dans un saladier. Ajoutez les oeufs, le persil haché, la farine, salez et poivrez et mélangez. Avec deux cuillères à soupe, faites des petites boules du mélange et faites-les frire quelques instants de chaque côté dans une une huile bien chaude. Epongez-les et servez avec une salade verte.",https://www.marmiton.org/recettes/recette_croquettes-de-carottes_40834.aspx,pas noel,aperitif/starter
6 ingrédients que l’on peut ajouter sur une crêpe au Nutella®,5,1,136,0,25 min,6,très facile,bon marché,15 min,10 min,"['g de pâte à crêpe', 'orange', 'banane', 'poire pochée', 'poignée de framboises', 'g de nutella®', 'poignée de noisettes torréfiées', ""poignée d'amandes concassées"", ""cuillère à café d'orange confites en dés"", 'cuillères à café de noix de coco rapée', 'poignée de pistaches concassées', ""cuillères à soupe d'amandes effilées""]","Mélangez bien le Nutella® dans un bol pour l’assouplir. Faites cuire 6 crêpes. Posez les 6 crêpes sur une planche et étalez du Nutella® sur 3 crêpes Sur la crêpe 1, tartinez de Nutella® puis déposez 5 rondelles de banane un peu de noix de coco râpée.

Sur la crêpe 2, déposez 1 demi poire coupée en dés ou en tranches fines, parsemez de traits de Nutella® à l’aide d’une petite cuillère et ajoutez les amandes effilées.

Sur la crêpe 3, tartinez de Nutella® puis ajoutez les noisettes concassées.

Sur la crêpe 4, ajoutez des suprêmes d’orange, parsemez de traits de Nutella® à l’aide d’une petite cuillère et ajoutez les pistaches concassées.

Sur la crêpe 5, tartinez de Nutella®, puis ajoutez des amandes concassées et des oranges confites.

Sur la crêpe 6, ajoutez les framboises, parsemez de traits de Nutella® et ajoutez la noix de coco râpée.",https://www.marmiton.org/recettes/recette_6-ingredients-que-l-on-peut-ajouter-sur-une-crepe-au-nutella_348756.aspx,pas noel,aperitif/starter
Soupe de cresson,4.8,146,9.0k,202,55 min,4,très facile,bon marché,15 min,40 min,"['botte de cresson', 'pommes de terre moyennes', 'échalote', 'belle branche de thym', 'cuillère à soupe de beurre', 'bouillon', ""l d'eau (ou plus selon la quantité de cresson)""]","Laver, nettoyer le cresson pour enlever les trop grosses tiges. Eplucher les pommes de terre, et les détailler en cubes. Dans une grande casserole, mettre le beurre à chauffer. Lorsqu'il commence à grésiller (sans brûler), ajouter le cresson, les pommes de terre, l'échalote hachée grossièrement et le thym. Laisser le cresson ramollir et ajouter l'eau et le bouillon cube. 
Il faut que l'eau recouvre les légumes d'au moins 2 doigts. Arrêter la cuisson, lorsque les pommes de terre sont très tendres et s'écrasent avec une cuillère en bois. 
Une fois la préparation tiédie, enlever et garder un peu de bouillon. Mixer les légumes et rajouter le bouillon mis de côté, pour obtenir la consistance désirée.",https://www.marmiton.org/recettes/recette_soupe-de-cresson_19991.aspx,pas noel,aperitif/starter
Verrines colorées,4.8,143,18k,16,15 min,7,très facile,bon marché,15 min,no data,"[""sachet de croûtons à l'ail"", 'tomates', 'concombre', 'basilic', 'crème fraîche entière épaisse (20 cl)', 'moutarde (1 cuillère)', 'vinaigre (2 cuillères)', 'sel (1 pincée)', 'poivre (1 pincée)', 'échalote (1/2, coupée en petits bouts)', 'herbes (au choix)']","Prenez les croûtons, et écrasez les. Il en faut entre 4 et 6 par verrine (après, cela dépend de la taille des vôtres!). C'est la première couche : tout en dessous. Donc, installez vos croûtons bien écrasés. Il faut que les croûtons fassent une épaisseur d'1/2 cm. Ensuite, on s'occupe des tomates. Il faut les couper en tous petits dés. Et aussi bien enlever les grains, pour éviter le jus dans le verre. Une fois que c'est fait, mettre les petits dés au dessus des croûtons dans chaque verrine. Cela fait 1.5 cm. Là, ne pas oublier le basilic... En mettre un peu dans chaque verrine, au dessus des tomates. Puis, s'occuper du concombre. Il ne faut pas qu'il lui reste des pépins et de la peau. Il faut donc l'éplucher et l'épépiner. Une fois que c'est fait, il faut le couper en petits dés (le saler à votre convenance), et faire comme pour les tomates : une couche dans le verre, mais cette fois d'1 cm uniquement! Dernière étape : la sauce ! Mélanger la crème à la moutarde. Ajoutez le sel et le poivre. Puis, 1 cuillère de vinaigre, remuer, encore 1 autre et remuer. Rajouter ensuite l'échalote et les herbes. Une fois remuée, la sauce est prête! Disperser la sauce sur les concombres. Et le tour est joué! Bon appétit!",https://www.marmiton.org/recettes/recette_verrines-colorees_43693.aspx,pas noel,aperitif/starter
Salade de courgettes à la feta,4.8,142,22k,260,32 min,4,très facile,bon marché,30 min,2 min,"['courgettes', 'g de feta (sans huile)', 'oignons', 'tomates', 'olives noires', 'basilic', 'poivre', 'sel']","Couper les courgettes en fines rondelles, et les faire dégorger avec du gros sel dans une passoire environ 30 min (jusqu'à ce qu'elles soient tendres). Pendant ce temps, couper la feta en petits cubes, couper les tomates en petits quartiers, couper les oignons en petit quartier et faites les blanchir à l'eau salée 2 min. Mettre les courgettes avec la feta, les tomates, les oignons, les olives dans un saladier, ajouter le basilic. Mélanger avec une vinaigrette maison (huile d'olive + vinaigre de vin + moutarde).",https://www.marmiton.org/recettes/recette_salade-de-courgettes-a-la-feta_18274.aspx,pas noel,aperitif/starter
Quiche à l'oignon et aux lardons fumés,4.8,142,13k,252,45 min,6,très facile,bon marché,15 min,30 min,"['rouleau de pâte brisée', ""kg d'oignon"", 'cl de crème fraîche', 'oeufs', 'sel', 'poivre', 'g de lardons fumés']","Eplucher les oignons et les couper en rondelles. Les mettre dans le beurre chaud, et faire cuire sans prendre de couleur (pour ce faire, les mettre à froid dans le beurre qui n'est pas encore fondu); ajouter les lardons, saler et poivrer. Foncer un plat à tarte avec la pâte. Battre la crème fraîche avec les oeufs dans un saladier, saler et poivrer, puis ajouter les oignons cuits. Verser la préparation dans le moule à tarte, mettre au four (thermostat 7/210°C), et faire cuire 30 min. Servir chaud.",https://www.marmiton.org/recettes/recette_tarte-a-l-oignon_28444.aspx,pas noel,aperitif/starter
Babka au Nutella®,0,0,0,0,3h25,6,Niveau moyen,bon marché,30 min,2h30,"['g de nutella®', 'g de farine + pour le plan de travail', 'g de sucre en poudre', 'cube de levure de boulanger', ""oeuf + 1 jaune d'œuf (pour la dorure)"", ""ml d'huile neutre"", 'cuillère à soupe de sel', 'éclats de noisettes']","Dans la cuve d’un robot pâtissier muni du crochet, versez la farine, le sucre, la levure émiettée, 1 œuf entier et l’huile. Mettez le robot en marche à faible vitesse pendant quelques secondes pour que les ingrédients se mélangent les uns aux autres, puis ajoutez progressivement 180 ml d’eau, tout doucement en filet. Pétrissez pendant 3 min, puis ajoutez le sel et continuez de pétrir pendant 3 min. Façonnez la pâte en boule et réservez-la dans un récipient couvert d’un torchon propre, dans un endroit sec et chaud (dans le four éteint, par exemple). Laissez lever pendant 2 h. La pâte doit doubler de volume. Étalez la pâte au rouleau sur le plan de travail fariné et formez un grand rectangle. Étalez NUTELLA® sur toute la surface, à l’exception de 1 à 2 cm de chaque côté et ajoutez quelques éclats de noisettes par-dessus. Roulez la pâte en partant d’un des petits côtés du rectangle, comme pour un gâteau roulé. Taillez proprement les extrémités du rouleau, puis enveloppez-le de film alimentaire et réservez au congélateur pendant 20 à 25 min. Sortez le rouleau et coupez-le en deux au milieu, sur toute la longueur. Tressez les deux parties, puis placez la tresse dans un moule à cake.
Badigeonnez-la de jaune d’œuf et parsemez la surface d’éclats de noisettes. Laissez lever à nouveau pendant 30 min. Préchauffez le four à 180 °C, puis enfournez pour 20 à 25 min.",https://www.marmiton.org/recettes/recette_babka-au-nutella_528901.aspx,pas noel,aperitif/starter
Velouté de courgettes,4.9,142,11k,86,25 min,2,très facile,bon marché,10 min,15 min,"['kg de courgette', ""portions de vache qui rit® ' ou équivalent"", 'bouillon cube']","Laver les courgettes les couper en dés (ne pas éplucher) placer tous les ingrédients dans une cocotte minute sur un fond d'eau  (pour ne pas attraper au démarrage de la cuisson) (ne surtout pas saler, le bouillon cube s'en charge). , fermer la cocotte, démarrer la cuisson. Au sifflement laisser cuire 5 mn. Mixer le tout, et bon appétit",https://www.marmiton.org/recettes/recette_veloute-de-courgettes_21369.aspx,pas noel,aperitif/starter
Tarte au saumon fumé,4.7,140,13k,156,40 min,8,très facile,assez cher,10 min,30 min,"['g de pâte brisée', 'filets de saumon fumé ou de truite fumée', 'tomates', 'oeufs', 'cl de crème fraîche', 'poivre', 'sel', 'aneth']","Etaler la pâte dans un moule à tarte. Disposer dans le fond les filets de poisson fumé. Couper les tomates en tranches et les disposer sur les filets. Battre les oeufs, la crème fraîche, le sel, le poivre, l'aneth. Verser la préparation sur la tarte. Enfourner à 180°C (thermomstat 6) pendant environ 30 min.",https://www.marmiton.org/recettes/recette_tarte-au-saumon-fume_19086.aspx,pas noel,aperitif/starter
Pâte pour cake salé,4.8,139,12k,52,50 min,6,très facile,bon marché,10 min,40 min,"['g de farine', 'oeufs', 'cl de lait', ""cl d'huile d'olive"", 'sachet de levure chimique']","Mélangez le tout dans un grand saladier et place à la création ! Rajoutez-y vos ingrédients du moments ! Jambon en dé, gruyère rapé, ciboulette, chorizo... Laissez parler vos envies ! Mettre ensuite la préparation dans un moule à cake beurré et fariné, et laissez cuire 40 minutes, thermostat 7 (210°C). Démoulez chaud, c'est prêt !",https://www.marmiton.org/recettes/recette_pate-pour-cake-sale_56106.aspx,pas noel,aperitif/starter
"Feuilletés apéritif (allumettes au fromage, feuilletés à la saucisse)",4.7,138,23k,38,20 min,6,Niveau moyen,Coût moyen,15 min,5 min,"['pâte feuilletée', 'g de gruyère râpé', 'saucisses']","Allumettes au fromage : répandre du gruyère râpé sur la pâte feuilleté, écraser avec le rouleau à pâtisserie, et couper des rectangles de 2cm*5cm. Feuilletés à la saucisse: découper la pâte feuilleté en lanières de 5cm. Placer une saucisse cocktail au bord d'une bande de pâte, enrouler la pâte autour de la saucisse, couper la pâte des que ça fait le tour et bien souder la pâte autour de la saucisse. Mettre au four très chaud environ 5 minutes.",https://www.marmiton.org/recettes/recette_feuilletes-aperitif-allumettes-au-fromage-feuilletes-a-la-saucisse_11141.aspx,pas noel,aperitif/starter
Biscuits de Noël fourrés au Nutella®,4.2,14,6.3k,32,1h20,14,facile,bon marché,1h05,15 min,"['g de sucre glace', 'g de beurre mou', ""jaunes d'oeuf"", 'g de farine', 'g de nutella®']","Mélangez tous les ingrédients, excepté le Nutella®... …jusqu’à former une pâte. Couvrez le bol avec du film plastique et mettez-le au réfrigérateur pendant 30 minutes. Étalez la pâte sur une feuille de papier sulfurisé sur une épaisseur de 4 mm. Découpez des biscuits à l’aide un emporte-pièce rond de 7 cm de diamètre. Saupoudrez le tampon avec un peu de farine. Ensuite, faites pression avec le tampon pour laisser une empreinte sur vos biscuits, en faisant attention à ce que les contours des biscuits soient à l’extérieur du tampon (n’appuyez pas trop fort, sinon la pâte collera au tampon). Préchauffez le four à 180°C et positionnez une grille à mi-hauteur. Disposez les biscuits sur une plaque à pâtisserie recouverte de papier sulfurisé. Enfournez et faites cuire les biscuits pendant 12-15 minutes. Sortez-les du four et laissez-les refroidir. Ensuite, étalez 15 g de Nutella® sur la moitié des biscuits et assemblez-les avec les biscuits restants.",https://www.marmiton.org/recettes/recette_biscuits-de-noel-fourres-au-nutella_346466.aspx,pas noel,aperitif/starter
Velouté de potiron aux châtaignes,4.8,136,23k,107,40 min,6,très facile,bon marché,20 min,20 min,"['g de potiron', 'g de lardons', 'oignons', 'beurre', 'châtaigne entières cuites au feu de bois']","Faire revenir les oignons coupés grossièrement dans le beurre au fond d'une cocotte. Ajouter le potiron coupé en gros dés et faire revenir brièvement le tout. Recouvrir d'eau et laisser cuire 20 mn sous pression. Une fois cuit, passer le mélange soupe au moulin, rajouter les lardons préalablements dorés dans une poèle. Servir sur les châtaignes émiettées. On peut ajouter un peu de crème fraîche.",https://www.marmiton.org/recettes/recette_veloute-de-potiron-aux-chataignes_12002.aspx,pas noel,aperitif/starter
Velouté froid de betteraves,4.7,135,11k,56,35 min,4,très facile,bon marché,20 min,15 min,"['betteraves', ""gousse d'ail"", ""cuillère à café d'huile d'olive"", 'yaourts bulgare (ou fjord)', 'concombre', 'poivre', 'sel', 'concombre (un peu, pour décorer)', 'persil plat (pour décorer)']","Faire cuire les betteraves (à la cocotte minute,c'est plus rapide). Quand elles sont froides, les mixer avec les yaourts, huile d'olive, concombre, ail, sel, poivre. Répartir sur les assiettes. Décorer de fins bâtonnets de concombres et de persil plat. Attention aux yeux... La couleur surprend, mais le goût est exquis!",https://www.marmiton.org/recettes/recette_veloute-froid-de-betteraves_17805.aspx,pas noel,aperitif/starter
Cake à la Courgette Lardons et Fromage de Chèvre,4.5,135,7.5k,61,1h05,6,très facile,bon marché,20 min,45 min,"['g de farine', 'sachet de levure', 'oeufs', 'cl de lait', 'courgettes', 'bûche de chèvre', 'g de comté râpé', 'g de lardons', ""cuillères à soupe d'huile"", 'poivre', 'sel', 'origan']","Commencez par faire préchauffer votre four à 180°C. Découpez les courgettes en rondelles et passez-les au four à micro-ondes durant 4 mn pour les précuire. Versez-les ensuite dans une grande poêle anti-adhésive et continuez la cuisson jusqu'à ce qu'elles commencent à accrocher à la poêle (2 à 3 mn). Ajoutez alors les lardons, l'origan, salez, poivrez et laissez dorer. Dans un grands saladier, battez les 3 oeufs et incorporez-y la farine, la levure, l'huile et le lait préalablement chauffé. Ajoutez ensuite le gruyère râpé, les courgettes, les lardons et la brique de chèvre découpée en petits morceaux. Versez enfin l'ensemble dans un moule à cake puis déposez sur le dessus quelques lamelles supplémentaires de Comté pour gratiner et placez au four durant 45 mn. Servez simplement avec une salade verte.",https://www.marmiton.org/recettes/recette_cake-a-la-courgette-lardons-et-fromage-de-chevre_26434.aspx,pas noel,aperitif/starter
Soupe de courgettes au bleu d'auvergne,4.5,135,7.9k,30,1 h,4,très facile,bon marché,30 min,30 min,"['courgette', ""g de bleu d'auvergne"", ""l d'eau"", 'bouillons cube', 'poivre', 'sel']","Laver et éplucher (ou non, selon les goûts) la courgette et la couper en dés. Mettre tous les ingrédients dans la marmite.Laisser cuire le tout pendant 30 mn minimum. Passer la soupe à la moulinette ou au robot. Pour les petits gourmands: rajouter de la crème fraîche (1 ou 2 cuillères à soupe).",https://www.marmiton.org/recettes/recette_soupe-de-courgettes-au-bleu-d-auvergne_12916.aspx,pas noel,aperitif/starter
