title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
"Pressés de crabe aux algues, sauce chimichurri",0,0,0,0,45 min,6,facile,bon marché,20 min,25 min,"['boîtes de crabe des neiges nautilus®', 'g de pomme de terre à chair farineuse pas trop grosses', 'feuilles de nori', 'tiges de persil', 'branches de coriandre', 'tiges de menthe', 'citron vert', ""cuillères à soupe d'huile d'olive"", ""pincées de piment d'espelette"", 'fleur de sel']","Préparer les pressés de pommes de terre : Laver et cuire 25 minutes les pommes de terre en robe des champs, départ eau froide non salée. Tailler 24 rondelles d’algue nori de la taille des verrines. 
Tailler quelques chutes d’algue nori en fines lamelles. Quand les pommes de terre sont cuites, les éplucher. Les laisser refroidir puis les couper en fines rondelles. Préparer la sauce chimichurri : Zester et presser le citron vert.  Dans un bol, mélanger une pincée de sel, le jus et les zestes du citron vert et le piment d’Espelette. Ajouter 2 c. à soupe d’huile d’olive. Mélanger. 
Laver et ciseler les herbes fraîches, les ajouter à la sauce. Réserver au frais. Dresser une rosace de pomme de terre au fond d’une verrine, déposer 2 disques d’algue nori, des pattes de Crabe des Neiges Nautilus® en rosace puis 2 disques d’algue et enfin une autre rosace de pomme de terre. Tasser à la cuillère, et déposer une dernière rosace de pattes de crabe. Arroser de sauce chimichurri.
Réserver au frais jusqu’au service.",https://www.marmiton.org/recettes/recette_pressee-de-crabe-aux-algues-sauce-chimichurri_529314.aspx,pas noel
Tarte aux prunes,4.7,266,23k,250,35 min,6,très facile,bon marché,5 min,30 min,"['pâte brisée toute faite', 'kg de prune', 'cuillère à soupe de beurre mou pour le moule', 'g de sucre', 'cuillères à soupe de farine', 'oeufs', 'cl de crème fraîche (un petit berlingot)']","Préchauffer le four à 180°C (thermostat 6).
Piquer le fond de la tarte après l'avoir mise dans un moule. Mettre les demi-prunes sur le fond de la tarte. Battre les oeufs avec le sucre, la farine et la crème. Verser sur les prunes, et cuire 1/2 heure environ.",https://www.marmiton.org/recettes/recette_tarte-aux-prunes_16564.aspx,pas noel
Gâteau aux bananes et pépites de chocolat,4.5,263,9.6k,80,25 min,6,très facile,bon marché,10 min,15 min,"['oeufs entiers', 'g de sucre en poudre', 'paquet de sucre vanillé', 'bonne pincée de cannelle', 'g de beurre fondu', 'g de farine', 'paquet de levure', 'bananes', 'paquet de chocolat']","Préchauffer le four à thermostat 8 (250°C), et beurrer un moule à gâteau. Mélanger les 2 oeufs entiers avec les 75 g de sucre, les 100 g de beurre fondu, les 100 g de farine et le 1/2 paquet de levure mélangé à la farine et la pincée de cannelle. Ajouter 1 banane coupée en rondelles, le paquet de pépites de chocolat. Verser dans le moule. Eparpiller sur le dessus de la pâte la 2ème banane coupée en rondelles fines, et saupoudrer de sucre vanillé. Enfourner dans le four chaud, et laisser cuire 15 à 20 min; le gâteau doit être moelleux et doré.",https://www.marmiton.org/recettes/recette_gateau-aux-bananes-et-pepites-de-chocolat_30931.aspx,pas noel
Gâteau moelleux chocolat et coco,4.4,262,7.5k,143,55 min,8,très facile,bon marché,10 min,45 min,"['g de sucre', 'g de farine', 'oeufs', 'g de beurre', 'g de chocolat', 'g de noix de coco rapée', 'beurre et de sucre comme suit, 150 g de sucre et 100 g de beurre.']","Faire fondre le beurre et le chocolat ensemble, à feu doux. Dans un récipient, mélanger le sucre et les oeufs, puis la farine. Une fois le chocolat et le beurre fondus, les ajouter au mélange. La pâte doit être de texture mi-liquide sans grumeaux. Incorporez alors à votre convenance la noix de coco. Mettez un peu d'huile dans le moule avec l'aide d'un sopalin, mettez également un peu de farine pour éviter que le gâteau n'accroche à la cuisson. Cuire 45-50 mn au four à 180C° / Th 6",https://www.marmiton.org/recettes/recette_gateau-moelleux-chocolat-et-coco_13446.aspx,pas noel
Cookies au chocolat,4.5,259,6.9k,45,40 min,8,facile,bon marché,30 min,10 min,"['oeufs', 'g de sucre roux de canne', 'g de sucre semoule', ""cuillère d'extrait de vanille"", 'g de farine', 'sachet de levure chimique', 'g de beurre ramolli', 'pincée de sel', 'g de chocolat']","Battez dans une terrine les oeufs, la vanille et les 2 sucres, jusqu'à ce que le mélange devienne mousseux. Ajoutez ensuite la farine et la levure tamisée, le sel, puis le beurre juste fondu, en travaillant bien à la spatule en bois pour éviter la formation de grumeaux. Incorporez les pépites de chocolat à la pâte sans trop la travailler. Huilez légèrement une plaque à pâtisserie, déposez dessus des petits tas de pâte (30 g). Mettez au frais, le temps de préchauffer le four Th 6 ou 180°C. Enfournez à mi-hauteur et laissez cuire 10 mn par plaque (pour indication, le cookie doit avoir un liseré plus brun sur le bord du gâteau que son centre et être tendre et moelleux en son coeur. Une fois cuits, déposez-les un à un sur une grille afin qu'ils refroidissent complètement.",https://www.marmiton.org/recettes/recette_cookies-au-chocolat_17825.aspx,pas noel
Mini Tiramisu au Nutella®,5,6,0,1,6h25,8,facile,bon marché,25 min,6 h,"['g de nutella® (15g par verrine)', 'boudoirs', 'g de mascarpone', 'g de sucre', 'oeufs', 'cuillères à soupe de café', 'cacao en poudre']","Séparer les blancs des jaunes et ajouter le sucre dans le jaune d’œuf.
Battre les jaunes d’œufs avec le sucre jusqu’à ce que la préparation blanchisse. Ajouter le mascarpone à la préparation.
Mélanger la préparation jusqu’à obtenir un mélange bien fluide. Monter les blancs en neige, bien épais.
Les ajouter délicatement à la préparation à base de mascarpone et mélanger le tout. Tremper un biscuit boudoir rapidement dans le café et le disposer au fond de la verrine. Renouveler l’opération pour chaque verrine.
Ajouter une couche de crème mascarpone, puis une cuillère de Nutella®️ (avec une poche à douille) et enfin une nouvelle couche de crème mascarpone. Placer au frais au moins 6 heures. Au moment de servir, saupoudrer de cacao avec une passoire.",https://www.marmiton.org/recettes/recette_mini-tiramisu-au-nutella_382794.aspx,pas noel
Roses des sables au chocolat faciles,4.5,256,19k,537,55 min,10,très facile,bon marché,45 min,10 min,"['g de chocolat à cuire', 'g de margarine ou beurre', 'g de corn flakes']","Casser le chocolat et faire fondre doucement avec la margarine. Ajouter du sucre (selon les goûts !), mettre les corn flakes dans un saladier puis verser le chocolat dessus. Bien remuer, puis faire des petits tas sur du papier cuisson ou alu et mettre au frigidaire quelques heures ou une nuit. On peut ajouter un peu de sucre glace avant de les manger.",https://www.marmiton.org/recettes/recette_roses-des-sables-au-chocolat-faciles_12529.aspx,pas noel
Gâteau aux carottes,4.6,253,14k,334,1h30,6,facile,bon marché,30 min,1 h,"['g de carotte râpées', 'g de sucre', 'oeufs', 'g de cerneau de noix concassés', 'g de beurre fondu', 'g de farine', 'sachet de levure chimique', 'cuillère à café de cannelle']","Préchauffer le four à thermostat 5 (150°C). Fouetter les œufs avec le sucre. Quand le mélange double de volume et devient mousseux, ajouter peu à peu la farine et le beurre fondu tout en continuant de fouetter puis la cannelle, la levure et enfin les carottes râpées et les noix sans arrêter de fouetter. Bien mélanger, verser dans un moule a cake et faire cuire 1 heure. Laisser tiédir avant de démouler.",https://www.marmiton.org/recettes/recette_gateau-aux-carottes_11548.aspx,pas noel
Caramel liquide (se conserve sans durcir),4.6,253,10k,28,25 min,4,très facile,bon marché,10 min,15 min,"['cuillère à soupe de vinaigre', 'g de sucre en poudre', ""cl d'eau""]","Mettre le vinaigre + le sucre + 12,5 cl d'eau dans 1 casserole. Faire chauffer à feu vif environ 15 min. Quand le caramel blondit, baisser un peu le feu et ajouter très, très, très doucement 25 cl d'eau froide (attention aux éclaboussures). Refaire chauffer 1 min à feu vif.",https://www.marmiton.org/recettes/recette_caramel-liquide-se-conserve-sans-durcir_21068.aspx,pas noel
Gâteau léger au chocolat,4.6,251,24k,89,55 min,8,très facile,bon marché,20 min,35 min,"['g de chocolat noir à croquer', 'g de farine', 'g de sucre', 'g de beurre allégé', 'oeufs', 'levure chimique', 'noix de coco rapée (quantité selon vos goûts)']","Faire fondre le beurre et le chocolat. Ajouter les jaunes d'oeufs, le sucre, la farine et la levure. Battre les blancs d’oeufs en neige ferme et ajouter au mélange. Ajouter la noix de coco. Verser dans un moule à cake. Cuire 35-40 min	au four préchauffé à 150°C (thermostat 5).",https://www.marmiton.org/recettes/recette_gateau-leger-au-chocolat_15680.aspx,pas noel
Forêt-noire au Nutella®,0,0,0,0,1h15,8,facile,bon marché,50 min,25 min,"['g de cerises amarena', 'g de nutella®', 'cerises fraîches (pour le décor)', 'oeufs', 'g de sucre semoule', 'g de farine t55', 'g de beurre doux', 'ml de crème liquide entière', 'g de mascarpone', 'gousse de vanille', 'g de chocolat noir', 'ml de sirop de cerises amarena']","Préparez une génoise puis laissez refroidir. Préparez la crème fouettée. Fendez et grattez la gousse de vanille.
Mélangez au fouet tous les ingrédients. Ne serrez pas trop, la crème doit rester un peu souple. Placez-la dans une poche à douille. Préparez le sirop de cerises. Mélangez le sirop avec 50 ml d’eau au fouet. Réalisez le montage. Réalisez des gros copeaux de chocolat arrondi en étalant le chocolat fondu sur un papier fleuriste et laissez prendre sur un rouleau à pâtisserie au frais. Coupez la génoise en quatre disques égaux. Imbibez légèrement le deuxième et le quatrième avec le sirop. Étalez une fine couche de NUTELLA® sur le premier disque, recouvrez avec le deuxième disque et pochez la crème fouettée, puis parsemez de cerises amarena. Recouvrez du troisième disque et étalez une deuxième couche de NUTELLA®, puis refermez avec le quatrième disque. Recouvrez entièrement le gâteau de crème fouettée et lissez avec une spatule coudée. Décorez le dessus avec NUTELLA® et quelques cerises. Finissez en déposant des gros copeaux de chocolat sur tout le tour et quelques cerises sur le dessus.",https://www.marmiton.org/recettes/recette_foret-noire-au-nutella_528910.aspx,pas noel
Crème renversée vite faite,4.7,250,42k,359,50 min,6,facile,bon marché,10 min,40 min,"['l de lait', 'g de sucre en poudre', 'oeufs entiers', 'sachets de sucre vanillé', 'morceaux de sucre pour le caramel', 'moules à brioche ou des ramequins individuels']",Préparer le caramel dans une petite casserole et le verser dans le moule. Faire bouillir le lait après y avoir ajouté le sucre vanillé et le sucre. Battre les oeufs en omelette y verser le lait doucement. Ecumer (retirer les petites bulles en surface) Verser le mélange ainsi obtenu dans le moule. Cuisson au four au bain marie : placer le moule dans un recipient plus grand que lui remplit d'eau. Faire cuire à thermostat 4-5 (130 à 150°C). Pour vérifier la cuisson : toucher le centre du bout du doigt. Il doit présenter une certaine résistance. Servir froid. Renverser. Déguster. Bon appétit,https://www.marmiton.org/recettes/recette_creme-renversee-vite-faite_13451.aspx,pas noel
Gâteau très chocolat (micro-ondes),4.5,249,28k,535,10 min,4,très facile,bon marché,5 min,5 min,"['oeufs', 'g de chocolat', 'g de beurre', 'g de sucre', 'g de farine']","Dans un bol, faire fondre le chocolat et le beurre au micro-onde pendant 1 minute et 40 secondes. Dans un saladier, mélanger les oeufs, le sucre et la farine puis ajouter le chocolat et le beurre. Verser le tout dans un moule beurré et mettre au micro-onde puissance maxi pendant 5 minutes. Voilà c'est prêt à déguster. Bon appétit!",https://www.marmiton.org/recettes/recette_gateau-tres-chocolat-micro-ondes_37080.aspx,pas noel
Crème Chantilly,4.5,249,18k,169,5 min,2,très facile,bon marché,5 min,no data,"[""cl de crème fraîche liquide (attention, pas de crème allégée !!! c'est la matière grasse qui fait que la chantilly prend)"", 'g de sucre glace']","Ne sortir la crème fraîche qu'au moment de faire la Chantilly.
Verser la crème dans un saladier. Ajouter le sucre glace. Battre la crème à l'aide d'un fouet électrique. Changer de vitesse (du plus lent au plus rapide) progressivement, toutes les 30 secondes environ. Laisser reposer au réfrigérateur 2 heures au minimum. Ne sortir qu'au moment de servir. Servir de préférence à l'aide d'une poche à douille (qui permet de donner une jolie apparence 'striée' à la crème).",https://www.marmiton.org/recettes/recette_creme-chantilly_30531.aspx,pas noel
cake tendre chocolat - banane,4.6,245,12k,42,1h10,8,très facile,bon marché,20 min,50 min,"['oeufs', 'g de sucre', 'g de beurre', 'g de farine', 'g de fécule de pomme de terre', 'sachet de levure', 'bananes', 'cuillères à soupe de crème fraîche', 'sachet de sucre vanillé', 'g de chocolat (ou pépites de chocolat)']","Mélanger le sucre et les oeufs, puis ajouter le beurre fondu. Ajouter la farine, la fécule et la levure. A part, écraser les bananes, puis faire une bouillie avec la crème, et ajouter le sucre vanillé. Ajouter la préparation de bananes au mélange, puis ajouter le chocolat cassé en très petits morceaux (sinon ils coulent au fond du plat !). Verser la préparation dans un moule à cake beurré. Faire cuire 50 mn à 180°C.",https://www.marmiton.org/recettes/recette_cake-tendre-chocolat-banane_24844.aspx,pas noel
Trio de mini-muffins au Nutella®,0,0,78,0,28 min,4,très facile,bon marché,13 min,15 min,"['g de sucre', 'oeufs', 'g de farine', 'g de beurre', ""ml d'huile de tournesol"", 'g de maïzena', 'sachet de levure chimique', 'g de sel', 'g de purée de pommes de terre', 'g de purée de carotte', 'g de noisettes concassées', 'g de nutella® (15 g / portion)']","Mélangez les œufs et le sucre dans un mixer, ajoutez les ingrédients secs, puis pour finir, l'huile et le beurre. Séparez la préparation obtenue en trois parts égales. Incorporez la purée de pommes de terre à un tiers de pâte.- Dans une autre terrine, incorporez la purée de carottes à un autre tiers de pâte.- Dans une troisième terrine, incorporez 60 g de noisettes concassées au dernier tiers de pâte. Garnissez des moules à mini-muffins avec les trois préparations (20-25 grammes de pâte par moule). Enfourner 15 minutes à 180°C (thermostat 6). Avant de servir, décorez chaque muffin de 15 g de Nutella® et de quelques noisettes concassées.",https://www.marmiton.org/recettes/recette_trio-de-mini-muffins-au-nutella_348747.aspx,pas noel
Tarte au citron inratable (meringuée ou non),4.7,245,11k,87,55 min,6,très facile,bon marché,15 min,40 min,"['moules de 26/28 cm de diamètre', 'pâte sablée toute faite (meilleure que la pate brisée)', 'oeufs', 'g de sucre', 'citrons', 'g de beurre fondu', ""blancs d'oeuf"", 'pincée de sel', 'g de sucre glace']","Mélanger dans un bol les oeufs entiers et le sucre. Râper le zeste des 3 citrons puis les presser. Ajouter zestes et jus des citrons au mélange précédent ainsi que le beurre fondu. Etaler la pâte, piquer le fond à la fourchette et y verser le mélange (attention, c'est très liquide !) Faire cuire 40 min à 180°C (thermostat 6). La tarte est prête quand le dessus commence à caraméliser. Servir froid. Si vous souhaitez y ajouter une meringue, préparez la juste avant la fin de cuisson de la tarte : battez 3 blancs d'oeufs en neige bien ferme avec une pincée de sel, puis incorporez tout doucement les 100g de sucre glace. Quand la tarte est cuite, étalez largement (débordez un peu, la meringue se rétracte légèrement en cuisant) et faites des piques avec une fourchette. Remettez au four à 150°C et surveillez!!! La meringue dore d'un seul coup. Ca prend environ 10/15 min.",https://www.marmiton.org/recettes/recette_tarte-au-citron-inratable-meringuee-ou-non_36368.aspx,pas noel
Gâteau aux noix de tante Mouche,4.7,241,7.6k,336,1 h,6,Niveau moyen,Coût moyen,30 min,30 min,"['g de noix hachées finement (500 g de noix entières)', 'g de farine', 'oeufs', 'g de sucre', 'g de beurre', 'verre de liqueur de rhum', 'pincée de sel']","Mêler la moitié du sucre avec les noix. Avec le beurre ramolli mélanger l'autre moitié du sucre, ajouter le mélange noix plus sucre. Puis les œufs un à un, le sel, la farine et le rhum. Chemiser un moule à tarte de 22 cm de diamètre, verser le mélange, cuire à four moyen (7 sur une échelle de 10 ) jusqu'à ce qu'une lame de couteau passée dans le gâteau ressorte sèche, il doit rester moelleux et peu doré en surface. Laisser refroidir. Peut se conserver plusieurs jours au réfrigérateur et se congèle très bien.",https://www.marmiton.org/recettes/recette_gateau-aux-noix-de-tante-mouche_24542.aspx,pas noel
Gaufres faciles et légères,4,241,13k,1740,17 min,15,très facile,bon marché,15 min,2 min,"['g de farine', 'g de sucre', 'oeufs', 'g de beurre', 'cl de lait', 'pincée de sel']","Mettre la farine dans un saladier, y ajouter le sucre, les jaunes d'œufs et le beurre ramolli. Délayer peu à peu le tout en y ajoutant le lait pour qu'il n'y ait pas de grumeaux. Battre les blancs en neige avec une pincée de sel et les ajouter au restant en remuant délicatement. Cuire le tout dans un gaufrier légèrement beurré. Bon appétit !!",https://www.marmiton.org/recettes/recette_gaufres-faciles-et-legeres_87278.aspx,pas noel
Quatre-quarts facile,4.6,239,18k,384,55 min,6,très facile,bon marché,10 min,45 min,"['oeufs', 'beurre', 'sucre', 'farine', 'sel', 'extrait de vanille', 'zeste de jus de citron ...']","Pesez les œufs, et prenez ensuite le même poids en beurre, en sucre et en farine. Battez les jaunes d'œufs avec le sucre, et versez-y le beurre fondu, ensuite la farine par petites quantités et enfin les blanc des œufs battus en neige. Ajoutez une pincée de sel. Versez dans une moule à cake beurré, et enfournez pendant 45 min à 160°C (thermostat 5-6) ; bien surveiller la cuisson. Parfumez la pâte avec de l'extrait de vanille ou des zestes de citron.",https://www.marmiton.org/recettes/recette_quatre-quarts-facile_26543.aspx,pas noel
Gaufres au Nutella® et aux fruits,2.5,2,152,0,30 min,4,très facile,bon marché,9 min,21 min,"['oeufs', 'g de sucre', 'g de farine', 'g de beurre', 'sachet de sucre vanillé', 'pincée de sel', 'g de nutella®', 'menthe', 'fruits']","Cassez les œufs en séparant les blancs des jaunes. Montez les blancs en neige bien ferme. Faites fondre le beurre dans une casserole et laissez-le refroidir. Battez les jaunes avec le sucre dans une terrine. Lorsque le mélange est bien lisse, ajoutez le beurre fondu et mélangez soigneusement. Incorporez ensuite délicatement les blancs d'œufs pour ne pas les casser. Ajoutez enfin la farine, le sucre vanillé, la pincée de sel et mélangez tous les ingrédients. Préchauffez votre gaufrier et déposez une petite noisette de beurre sur les plaques. Versez une louche de pâte au centre du gaufrier. Faites cuire pendant environ 5 minutes jusqu'à ce que la gaufre soit bien dorée. Tartinez chaque gaufre avec 15 g de Nutella® et décorez avec les fruits et la menthe.
Servez immédiatement.",https://www.marmiton.org/recettes/recette_gaufres-au-nutella-et-aux-fruits_348746.aspx,pas noel
Tarte à la rhubarbe facile et rapide,4.7,238,11k,1154,45 min,8,très facile,bon marché,15 min,30 min,"['pâte brisée', 'g de rhubarbe', 'oeufs', 'cl de crème fraîche', 'g de sucre', 'cuillère à café de cannelle (facultatif)']","Préchauffer votre four à  200°C (thermostat 6-7).
Laver les bâtons de rhubarbe. Déroulez la pâte brisée dans le moule et piquer le fond à l'aide d'une fourchette. Couper la rhubarbe (sans la peler) en petits cubes et l'étaler sur la pâte. Mélanger ensemble les 2 oeufs, le sucre et la crème + la cannelle (facultatif). Répartir le mélange sur la rhubarbe. Enfournez environ 30 minutes.",https://www.marmiton.org/recettes/recette_tarte-a-la-rhubarbe-facile-et-rapide_37644.aspx,pas noel
"Tarte au fromage blanc (en alsacien, Käsküeche)",4.8,237,9.4k,613,1h25,8,facile,bon marché,45 min,40 min,"['g de farine', 'g de beurre', 'g de sucre', 'sachet de sucre vanillé', 'cl de lait', 'sel', 'g de fromage blanc', 'cl de crème fraîche', 'oeufs', 'g de maïzena', 'g de sucre', 'sachet de sucre vanillé']","Mélanger 250 g de farine avec 125 g de beurre coupé en dés. Ajouter 40 g de sucre, 1 sucre vanillé, 1 pincée de sel et, petit à petit, 5 cl de lait. Rouler la pâte en boule et laisser-la reposer au frais pendant une demi-heure. Aplatir la pâte et garnir un moule à manqué de 25 cm de diamètre, légèrement beurré. Piquer le fond avec une fourchette. Réserver au frais. Dans une terrine, mélanger 500 g de fromage blanc (à 40 % de MG), 1 dl de crème fraîche, 3 jaunes d'oeufs, 40 g de maïzena, 135 g de sucre et 1 sucre vanillé. Monter les blancs en neige et les incorporer au mélange de fromage blanc, à la spatule. Verser le tout sur la pâte, . Faire cuire dans un four préchauffé à 200°C pendant 40 min (ou pour un four combiné : 200°C / micro-ondes = maintien pendant 21 min). Sortir le moule et attendre 5 min... avant de poser une grille sur le moule et de retourner l'ensemble. Retirer le moule et laisser refroidir la tarte à l'envers pendant 5 à 10 min (pour que le fromage blanc reste bien ferme). Enfin, retourner la tarte et la présenter sur un plat de service.",https://www.marmiton.org/recettes/recette_tarte-au-fromage-blanc-en-alsacien-kaskueche_22130.aspx,pas noel
Galette des rois facile,4.9,236,10k,184,45 min,6,très facile,bon marché,10 min,35 min,"['ronds de pâte feuilletée', ""g d'amandes en poudre"", 'g de beurre', 'g de sucre en poudre', 'oeufs entier', ""jaune d'oeuf pour dorer"", 'vanille en poudre', ""liqueur d'amande"", 'g de maïzena (1 cuillère à soupe rase)', 'cl de lait', 'cuillère de rhum (ou kirsch)']","Battre les 2 oeufs avec le sucre. Ajouter la Maïzena délayée dans le lait froid. Cuire à feu doux jusqu’à ébullition en remuant. Laisser épaissir et retirer du feu. Ajouter la poudre d’amandes, la vanille, les liqueurs et le beurre coupé en morceaux. Garnir un fond de pâte. Recouvrir avec l’autre rond, souder les bords. Dorer avec le jaune d’oeuf. Faire cuire en bas du four 30/35 mn (Th 6-7 ). La galette est cuite quand on peut la soulever sans qu’elle ne plie.",https://www.marmiton.org/recettes/recette_galette-des-rois-facile_19012.aspx,pas noel
Gâteau au yaourt et Nutella,4.6,235,21k,282,35 min,6,très facile,bon marché,10 min,25 min,"['yaourt nature (conserver le pot, car il sert de doseur)', ""pot d'huile"", 'pots de sucre semoule', 'pots de farine', 'oeufs', 'sachet de sucre vanillé', 'sachet de levure', 'cuillères à soupe de nutella (ou plus, pour les gourmands)']","Dans un saladier, mélanger le yaourt, les sucres, la farine, l'huile et les oeufs ainsi que la levure. Bien mélanger jusqu'à l'obtention d'une pate lisse. Utiliser du papier sulfurisé pour tapisser votre moule, ou le beurrer. Verser une partie de la préparation. Dans l'autre partie, incorporer le Nutella et mélanger. Verser sur l'autre préparation, et faire cuire environ 25 min à 180°C (thermostat 6).",https://www.marmiton.org/recettes/recette_gateau-au-yaourt-et-nutella_48257.aspx,pas noel
Étoiles de pain perdu au Nutella®,0,0,96,0,12h21,4,facile,bon marché,5 min,12 h,"['oeufs', 'g de sucre en poudre', 'g de beurre', 'g de nutella®', 'cl de lait', 'tranches de brioche', 'pincée de cannelle', 'sucre glace']","La veille au soir, disposez les tranches de brioches sur une grille et laissez-les sur le plan de travail sécher toute une nuit. Le lendemain matin, fouettez ensemble les œufs, le sucre, le lait et la cannelle. Faites chauffer une noisette de beurre dans une poêle antiadhésive sur feu moyen. Trempez une tranche de brioche dans le mélange liquide pendant quelques secondes. Faites cuire la tranche de brioche pendant 2 minutes sur une face. Retournez-la délicatement et faites-la cuire 2 minutes sur l'autre face. Déposez le pain perdu sur une assiette puis répétez l'opération avec les tranches de brioche restantes. À l'aide d'un grand emporte-pièce en forme d'étoile, découpez le pain perdu.",https://www.marmiton.org/recettes/recette_etoiles-de-pain-perdu-au-nutella_348725.aspx,pas noel
Gâteau au yaourt facile,4.4,234,11k,483,45 min,6,très facile,bon marché,15 min,30 min,"['oeufs', 'yaourt nature', 'sachet de levure en poudre (5,5 g)', 'pots de yaourt vides de farine', 'pot de yaourt vide de sucre', 'sachet de sucre vanillé (7,5 g)', ""pot de yaourt d'huile"", 'g de beurre']","Mettre dans cet ordre un pot de yaourt nature, la farine, le sucre, le sucre vanillé et mélanger. Rajouter les 3 oeufs, mélanger. Mettre l'huile, mélanger et ajouter le sachet de levure. Mélanger encore, la pâte doit être lisse. Beurrer un moule à manqué et y verser la pâte. Mettre au four 30 min à 180°C (thermostat 6), en surveillant régulièrement.",https://www.marmiton.org/recettes/recette_gateau-au-yaourt-facile_73370.aspx,pas noel
Tarte poire chocolat,4.7,233,13k,787,1h10,6,facile,bon marché,10 min,1 h,"['pâte feuilletée', 'boîte de poire au sirop', 'g de beurre', 'g de sucre', 'g de chocolat a dessert', 'cl de crème liquide en briquette', 'oeufs', 'g de cassonade']","Préchauffer le four à 200°C (thermostat 6-7). Faire fondre le chocolat avec le beurre dans une casserole. Mettre la pâte dans un moule à tarte, verser le chocolat sur le fond de tarte puis disposer les demi-poires dessus. Battre les oeufs, le sucre et la crème. Verser le tout sur les poires et le chocolat. Enfourner pour 1 heure de cuisson.",https://www.marmiton.org/recettes/recette_tarte-poire-chocolat_70420.aspx,pas noel
Charlotte aux fruits d'été,4.9,233,13k,244,15 min,6,très facile,bon marché,15 min,no data,"['g de biscuit à la cuillère', ""cl de jus d'orange"", 'g de mascarpone', 'g de fromage blanc', 'g de sucre glace', 'g de framboises', 'pêches']","Mélanger le fromage blanc, le sucre et le Mascarpone. Rincer les framboises, puis éplucher et couper les pêches. Tremper rapidement les biscuits dans le jus d'orange et poser les contre le bord du moule, côté sucré vers l'extérieur. Alterner une couche de préparation au fromage, une couche de fruits et une couche de biscuit tremper dans le jus. Terminer par les biscuits. Couvrir avec une assiette et mettre un poids dessus, puis garder au moins 3 heures au frais. Démouler la charlotte et décorer de framboises.",https://www.marmiton.org/recettes/recette_charlotte-aux-fruits-d-ete_20546.aspx,pas noel
Cake aux bananes,4.6,232,11k,261,1h15,4,facile,bon marché,30 min,45 min,"['bananes', 'g de farine tamisée', 'g de sucre en poudre', 'g de beurre', 'oeufs', 'sachet de sucre vanillé', 'sachet de levure chimique', 'citron non traité', 'beurre (pour le moule)']","Beurrez un moule à cake avec un peu de beurre. Préchauffez le four à 180°C (thermostat 6). Râpez le zeste de citron, puis pressez-le pour en extraire le jus. Ecrasez ensuite le beurre avec une fourchette, puis ajoutez-lui au fur et à mesure, le sucre, le sucre vanillé, le zeste du citron et les oeufs battus en omelette. Pelez les bananes, coupez-les en petites rondelles, et arrosez-les du jus du citron, puis écrasez-les à la fourchette. Ajoutez la purée ainsi obtenue à la préparation aux oeufs, puis la farine et la levure; vous devez obtenir une pâte bien consistante. Versez le tout dans le moule, et enfournez pendant 45 min. Pour vérifier la cuisson du gâteau, piquez-le avec un couteau avant de le sortir du four : si la lame ressort bien sèche, c'est que le gâteau est cuit. Laissez-le reposer 5 min dans le four éteint avant de le démouler. Dégustez-le froid.",https://www.marmiton.org/recettes/recette_cake-aux-bananes_16499.aspx,pas noel
Bûche de Noël au Nutella®,3.7,3,0,0,7h10,8,facile,bon marché,30 min,6h20,"['g de nutella®', 'cacao en poudre (pour le décor)', 'ml de crème liquide entière', 'gousse de vanille', 'g de chocolat blanc', 'ml de lait entier', 'g de vanille en poudre', 'g de beurre doux', 'oeufs', 'g de farine t55', 'g de sucre semoule']","Préparez la ganache montée vanille. Dans une casserole, faites bouillir la moitié de la crème avec la gousse de vanille fendue et grattée. Laissez infuser pendant 10 min à couvert. Portez à nouveau à ébullition, puis versez dans un récipient sur le chocolat blanc en morceaux. Retirez la gousse de vanille, mélangez au fouet et ajoutez le reste de crème froide.
Couvrez de film alimentaire et laissez prendre au frais pendant 6 h au minimum. Préparez le biscuit roulé. Dans une casserole, faites chauffer le lait, la vanille et le beurre. Séparez les blancs des jaunes d’œufs. Dans un récipient, fouettez les jaunes d’œufs avec la farine jusqu’à ce que le mélange blanchisse. Ajoutez un peu de lait s’il est trop sec. Versez le lait chaud en deux fois, puis remettez à feu doux et faites cuire comme une pâtissière en mélangeant constamment et sans faire bouillir. Réservez dans
un récipient. Montez les blancs d’œufs au fouet avec le sucre. Mélangez rapidement les deux préparations au fouet. Préchauffez le four à 180 °C. Coulez la pâte sur une plaque de cuisson recouverte de papier sulfurisé. Enfournez pour 10 min. Placez NUTELLA® dans une poche à douille. Montez la ganache refroidie au batteur avec le fouet sans trop la serrer (sinon, elle va trancher).
Étalez la ganache sur le biscuit, puis pochez des filaments de NUTELLA® par-dessus. Roulez en serrant bien et en vous aidant du papier sulfurisé.
Réservez au frais pendant 10 min. Coupez les bords du roulé au couteau scie. Saupoudrez de cacao et décorez avec un peu de NUTELLA®.",https://www.marmiton.org/recettes/recette_buche-de-noel-au-nutella_528909.aspx,pas noel
